grievance_id,complaint_text,top_department,state,district,sex,org_code
DOTEL/E/2023/0002054,"Telecommunications >> Employee Related / Services Related >> Sexual harassment

Organisation Name : Department of Telecommunications
-----------------------
Grievance No.890          
       To honorable Telecom Minister,
Since More than last six years, by giving reply in contravention of the provision/s of THE SEXUAL HARASSMENT OF WOMEN AT WORKPLACE (PREVENTION, PROHIBITION AND REDRESSAL) ACT, 2013, to my earlier legitimate grievances XOXEX/X/X0X2X2X8X7 and others, GM-CDN Mr. Rajeeva Kaushik and Chairman Mr.P.K Purvar are trying to suppress the matter and to conceal the truth, and to misguide /mislead to Director of CPGRAMS, it has constrained me to lodge my legitimate grievance in repetitive manner.
     Mr. Purvar CMD BSNL and Mr. Kaushik GM Coordination, in the year 2015, when any woman employee intimates you in writing that she is unable to join her duty due to continuous campaign of woman harassment, in that case clarify your reply given to my earlier grievances that how can you take administrative action without conducting inquiry proceeding within 90 days (required by POSH Act), as you have stated while closing my earlier grievances including grievance No. No.XOXEX/X/X0X2X2X8X7 and XOXPX/X/X0X2X3X0X2. Also clarify your reply that without conducting inquiry proceeding (required by relevant Act) in 90 days, how can you say that this is not woman harassment and how can you decide the case of woman harassment?
 Mr. Purvar and Mr. Kaushik Do not give the reply, which is outside your jurisdiction, because I have not sought your advice.  Give reply which is incumbent upon you as per the provision of THE SEXUAL HARASSMENT OF WOMEN AT WORKPLACE (PREVENTION, PROHIBITION AND REDRESSAL) ACT, 2013,  Already administrative action as per existing BSNL rules taken and information given vide redressal of case no XOXEX/X/X0X2X2X8X7. Case is repetitive",Telecommunications,MH,Ratnagiri,F,DOTEL
GOVAS/I/2023/0002292,disconnected call No grievance mentioned,Other,AS,,M,GOVAS
MOPRJ/E/2023/0000475,"पंचायती राज मंत्रालय >> Miscellaneous
-----------------------
विषय- ग्राम प्रधान एवं सचिव द्वारा प्रार्थी से ₹10000 मांग किया किया गया था पैसा ना देने पर प्रार्थी का नाम काट दिया गया  संबन्धित अनुभाग के टिप्पणी के आधार पर अभ्यावेदन/ मामले को निस्तारित किया जाता है ।",Ministry of Panchayati Raj,UP,Chitrakoot ,M,MOPRJ
GOVAP/E/2023/0000056,It is my request to prevent BLOOD SPORT (cock fighting)are being conducting at Sarpavaram Gosala area in the name of Sankranti Celebrations under the support of Political leaders. Supreme court given a strict norms and guidelines.Concerned officers including police are helpless and playing their roll as Audience. A special police picket tobe arranged to prevent such acts in rural areas. Severe action tobe taken with immediate effect.,Other,AP,,m,GOVAP
DOAAC/E/2023/0001018,hello sir or madam i have 0.324 hac land which land no is 00195  vill imiliya dang po  bamrara charkhari mahoba. i have no receive last installment of pm kisan due to no seeding land .  i visit to my nearest office of agriculture department and submit my physical documents as Aadhar card bank passbook husband adhar card land record but  no gave any solution by department till now so i requested to you solve my this problem,Department of Agriculture and Farmers Welfare,UP,Mahoba ,M,DOAAC
DPOST/I/2023/0000016,श्रीमान जी से निवेदन यह है कि प्राथी ने बताया  15 09 2015 को Rs 28000  5 वर्षीय TD खोला  जब हमारी 5 वर्षीय TD पूर्ण हो गए तो हम डाकघर पहुचे तो वहा Rs 15000 वताया गया जब से मैने कई  बार डाकघर में शिकायत कर रहा पर कोई समाधान नहीं मिला है  Kindly find the attachment.,Other,UP,Aligarh,M,DPOST
PMOPG/E/2023/0010402,"विश्व के सबसे लोकप्रिय और हमारे परम सम्मानीय प्रधानमंत्री श्री नरेंद्र मोदी जी 
सर में मध्य प्रदेश के राजगढ़ जिले के पीलूखेड़ी इंडस्ट्रियल एरिया में एक टेक्सटाइल फैक्ट्री हिन्द स्पीनर में EDP DEPARTMENT में जॉब करता था जिसमे मेरे साथ लगभग 1000 LOCAL लोगो को रोजग़ार प्राप्त हो रहा था 
सर वो प्लांट आप की भाजापा सरकार के सहयोग से फैक्ट्री मालिक बंद कर के OCTOBER 2018 में भाग गया था उसके बाद प्रदेश सरकार की अनदेखी और लापरवाही के कारन यहा हमारा इंडस्ट्रियल क्षेत्र ख़तम होने की कगार पर है, और वर्तमान में जो 2 4 PLANT यहाँ चल रहे है वो LOCAL लोगो को रोजग़ार के मोके उपलब्ध नहीं करवाते है जिससे हमारे क्षेत्र में रोजग़ार की बहुत समस्या है 
अतः श्री मान से हम अनुरोध करते है की इस INVERSTMENT समिट में हमारे इंडस्ट्री क्षेत्र में भी 2 4 बड़े फैक्ट्री खुलवाने की कृपा करे जिससे हमारे क्षेत्र के लोगो का भविष्य और विकास की मुख्या धरा में जुड़ सके 

धन्यवाद  The Grievance is forwarded to Appropriate Government and Appropriate Authority i.e. State Government of Madhya Pradesh and Labour Commissioner, Madhya Pradesh. The Complainant is advised to pursue the matter/and file application/ claim in the office of Labour Commissioner of Madhya Pradesh.	Deputy Chief Labour Commissioner C-Welfare-Trg. (Dy. CLC C)",Other,MP,Rajgarh,M,PMOPG
DOPPW/P/2023/0001488,1. Non payment of Retirement Gratuity though there is no case pending against me and there is no Recoveries due from me as on date of retirement i.e 31.12.2022.                                2. Non payment of Leave encashment for the period of EL at credit as on date of my retirement.                          Kindly take appropriate necessary step so that I may get all my retirement benefits as early as possible.                           A suitable reply has been given to the complainant on 20/01/2023 by Dakshin Dinajpur Division is attached. This is for kind information.,Other,WB,,M,DOPPW
DOTEL/E/2023/0004019,"Telecommunications >> Mobile Related >> Improper Network Coverage

Mobile Number : X7X8X8X6X0
Service Provider : Reliance JIO Infocom Limited
-----------------------
Jio network does not reach inside the house in the village. Many times they were told to improve the network but only false assurances are received from their side. That&#39;s why you are requested to take strict action against jio by which network availability confirmed inside the house. This is with reference to your complaint XOXEX/X/X0X3X0X0X0X9 related to slow data speed for your Jio number at your location. Based on your complaint, we have investigated the network conditions and observed good coverage around your area and no issue observed during visit however, you may experience some problem with network availability at some spots intermittently. Spoke to customer Mr. Dahiya on X7X8X8X6X0 Date 2-Feb-2023 and informed same. We appreciate your patience and cooperation.",Telecommunications,HY,Sonipat,M,DOTEL
PMOPG/E/2023/0022937,"सेवा में

श्री मान माननीय प्रधानमंत्री प्रधान सेवक महोदय भारत सरकार साउथ ब्लॉक रायसीना हिल 
नई दिल्ली 110011


विषय- पीएम किसान सम्मान निधि योजना का लाभ दिलवाने वंचित किश्ते मंगवाने जाने बाबत दिनांक 04/06/2019 से परिवाद चल रहे है 4 वर्ष से समस्या का समाधान नहीं किया जा रहा है राज्य सरकार द्वारा एफटीओ पेंडिंग एवम राज्य सरकार द्वारा FTO एफटीओ की स्वीकृति प्रदान करवाई जाए लाभार्थी किसान ने संपूर्ण कार्य पूर्ण करवाने जाने के बाद भी आज तक 2023 लग चुका है 1 से लेकर 12 किस्तों का भुगतान नहीं प्राप्त हुआ संपूर्ण कार्य पूर्ण करवा दिया गया  समस्या का समाधान करवा के वंचित किस्त मंगवाई जावे समस्या सविधान करके राहत प्रदान कि जावे सभी किस्तों का एफटीओ लंबित है पूर्ण करवाया जाए F.T.O फंड ट्रांसफर की राज्य सरकार द्वारा स्वीकृति पूर्ण करवाये जाने बाबत  ।

महोदय जी,

सादर निवेदन है कि श्रीमान प्रधानमंत्री जी द्वारा किसानों को दी जाने वाली पीएम किसान सम्मान निधि योजना की किस्ते मेरे को आज तक नहीं प्राप्त  हुई  है मेरा बचत खाता राजस्थान मरुधरा ग्रामीण बैंक में है । जब मैने दिनांक 04/06/2019  रजिस्ट्रेशन करवाया था तो  पीएम किसान सम्मान निधि योजना 
नया I F S C C O D E X-X-X-X-X
भूमि का खाता 43 मुरब्बा नम 120/10 अधार नम्बर=X5X9X9X6X6X9
चक 3 kjd भूमि 2 K J D B ग्राम पंचायत  22 K Y D
तहसील खाजूवाला जिला बिकानेर  राजस्थान 334023

अतः आपसे निवेदन है कि  किसान सम्मान निधि योजना की किस्त कि जांच कराके  दिलवाले की कृपा करें आपकी बहुत मेहरबानी होगी । भूमि का लैड सीडिंग पूर्ण करवा दिया गया है एवं राज्य सरकार द्वारा एफटिओ पेंडिंग का कार्य पूर्ण करवाकर स्वीकृति दिलवाई  जाने एवम विभाग को निर्देशित करने लाभान्वित गरीब किसान 2019 से लेकर आज तक 2023 तक विभाग कार्यालयों  के चक्कर लगा रहा हू न्याय कि सुनाई नहीं हो रही है ना ही समस्या का कोई समाधान नहीं हो रहा है तिन शाल  बिते जा रहे है उचित जाँच करके किसान को लाभ दिलवाया जावे ।

प्रार्थी ।

शिव कुमार शर्मा / श्री  ज्ञानी राम
जी शर्मा सारस्वत गांव चक 15 SHPD 11 एस जी एम 9 एस जीएम सरदारगढ़ तहसील सुरतगढ़ जिला श्रीगंगानगर राजस्थान
राज्य
राजस्थान डाक पिन 335705
X8X8X7X3X5 X8X8X6X6X0",Other,RJ,Bikaner,M,PMOPG
PMOPG/E/2023/0001604,"Dear Sir,
We are members of New LPG distributors association of Maharashtra. Mainly we are all Gramin LPG distributors appointed in between 2017-2021. We have already approached to Minstry of petroleum and natural gas so many times, about our concerns but no issues resolved yet.

Requesting your valuable time to listen to our problems, if you could help us in this issue. 
Please provide us an appointment of anytime you are available, we eagerly want to meet with you asap. Because you are last hope for us.
Waiting for a reply.
Thanking you!",Other,MH,,M,PMOPG
DEABD/E/2023/0000245,"महोदय, मेरा सेन्ट्रल बैंक ऑफ़ इंडिया, शाखा- गॉंधी नगर जिला- महोबा (उत्तर प्रदेश) में प्रधानमंत्री जन-धन योजना के अन्तर्गत बचत खाता है। जिसका खाता संख्या (X9X3X4X9X8) है मुझे मेरे बचत खाता में हस्ताक्षर बदलवाने तथा आधार कार्ड के अनुसार पता अपडेट करवाने के लिये मेरे द्वारा दिनाँक 21/11/2022 को लिखित प्रार्थना पत्र के साथ बैंक सेवा अनुरोध प्रपत्र, आधार कार्ड की स्व प्रमाणित छाया-प्रति, पेन कार्ड की स्व प्रमाणित छाया-प्रति तथा बैंक पासबुक की स्व प्रमाणित छाया-प्रति बैंक शाखा दी गयी तो बैंक अधिकारी (के०पी०वर्मा) ने मुझे बताया गया कि यह जन-धन बचत खाता है और इस जन-धन बचत खाता में हस्ताक्षर नहीं बदलते और फिर भी हस्ताक्षर बदलवाना हो तो पहले इस जन-धन बचत खाता संख्या (X9X3X4X9X8) बंद करवाओ, फिर 2500/- रूपये से दूसरा नया सामान्य बचत खाता खुलवाओ उसके बाद नये सामान्य बचत खाता में जैसे चाहो हस्ताक्षर बदल जायेगे। एवं पता अपडेट करवाने के लिये 10/- रुपये के स्टाम्प पेपर पर शपथ पत्र पर नोटरी करवाकर लाईये। और बताया कि अब हमारे हाथ में कुछ नहीं है, अब हम कुछ नहीं कर सकते, जो कुछ भी होता है वह हमारे ऊपर जो अधिकारी यानी (ळेत्रीय प्रबंधक कर्यालय, झॉसी) से होता है। और यह कह कर मेरे द्वारा दिये गये प्रार्थना पत्र के साथ सभी दस्तावेज वापस कर दिये। महोदय, पुनः मेरे द्वारा दिनाँक 01/12/2022 को बैंक शाखा प्रबंधक, महोबा तथा बैंक अधिकारीयों को ईमेल के माध्यम से उक्त सम्बन्ध में प्रार्थना पत्र के साथ समस्त दस्तावेज भेजने के बाद भी बैंक की तरफ से कोई जबाब नही आया। महोदय, बैंक अधिकारी द्वारा हमेशा जन-धन खाताधारकों को किसी भी काम के लिये बार-बार चक्कर लगवाये जाते हैं, वेवजह परेशान किया जाता है और अंत में वह काम ही नहीं किया जाता है। महोदय, क्या जन-धन बचत खाता में हस्ताक्षर बदलवाने के लिये जन-धन बचत खाता को बंद करना पड़ता है?    Our Jhansi   Regional office has submitted the ATR and Satisfaction letter receivedfrom the complainant  whose contents which are self-explanatory.
 ATR and   Satisfaction letter  are  enclosed. 	
In view of above requested to close the complaint.",Other,UP,Mahoba ,m,DEABD
DOPPW/E/2023/0001433,"As per the last communicaNon from home ministry (X2X/X1X2X1X-FF (EZ) dated 6th Dec 2022), all the required documents from my side have been sent to you.I am wriNng this applicaNon to you to know about the status of my case. I am already 83yrs old and need the financial aid to support my medical and other expenses.Therefore, I request you to kindly check and process my case further. Please let me know if any other documents are required.  All the identification documents submitted by you were forwarded to the Pay and Accounts Officer, Pension and Misc MHA for issuing PPO in your favour.  No action is pending on the part of the FFR division.  The PPO will be issued by the PAO to CPAO, who in turn will send them to the CPPC.  The CPPC will send it to the pension disbursing branch.",Other,OR,,F,DOPPW
PMOPG/D/2023/0007729,PG/RA,Other,DH,,M,PMOPG
DARPG/E/2023/0002470,"Who will bell the Cat ???

As the Department/Organization concerned not at all ready to examine the case (never examined the matter impartially rather very much likened to take the taste of spicy/ delicious foods on other’s mouth instead of applying one&#39;s own IQ towards a dispute which has been pending since long) as per spirit of CGEGIS Rules dt. 15.05.1989 since the TRUTH will come to the surface 

How Mr. Dixit discovered that the grievance has already been examined and disposed of  is not understood ?
how the same could have been disposed of may kindly be seen if we read and understand Swamy&#39;s clarification and compare the same with Remarks made by all 

D.O. letter No.D-12012/3/97-PG Dated 25-2-97 issued by DARPG has requested that while rejecting a grievance petition, the reason or the Rule(s), if any, under which it has been rejected should be communicated to the petitioner - never delivered

Satish Kerba Jadhav (Director/PG) of DARPG, in his Action Taken Remarks dt. 29.08.22 stated while discharging PG Regn. Nos. XRXPX/X/X0X2X0X9X0-01912 that  Grievance has to take up with MInistry directly - next course of action is still awaited

Sh Prabhudas Xalxo (Director) of MSJE remarked vide No. XOXJX/X/X0X2X0X3X1 by closing the case on 16/10/2022 - The matter pertains to the DARPG. Kindly take up the matter with that Department 

Reply made by U.N. Mishra (PGO),  Department of Legal Affairs vide G.R. Nos. XLXLX/X/X0X2X0X2X3 by closing the case on 18/11/2022 - As per allocation of Business Rules, DoLA only tender legal Advice to Govt of India. Administrative Action against any organisation does not fall under the ambit of work allocated to DoLA. In spite of repeating complain you should approach concerned organization 

Remarks dt. 03.01.2023 of Mukul Dixit on  on XMXPX/X/X0X2X0X3X4X8 may curiously be looked into - As per comments received from sub-ordinate organization (how funny,  a mere officer has termed O/o the CAG as sub-ordinate organization) - the grievance has already been examined and disposed of. In future, It is requested to forward the grievance of Sh. Atin Maity to O/o CAG directly as the petitioner retired from there

Swamy Publishers(P) Ltd. has clarified captioned matter vide Ticket No. DHLKOU dt. 11.09.2020 ( can easily be judged w. r. t unilateral story of rejection made by V. S. Venkatanathan, ACAG(N) under U.O. note dt.05.09.2018) that
a) No interest should be levied on the arrears of subscription if the non recovery is due to delayed / short recovery by DDO vide Para. 9.6 of OM dt. 15.05.1989
b) The excess recovery of insurance fund should be refunded or adjusted towards subsequent monthly subscriptions
c) The rate of subscription should have been recovered @Rs.30/- p.m. from 01.01.1990 &amp; Rs.60/- p.m. from 01.01.1997 w.r.t his Group-B promotion vide Para-5.3 of O.M. ibid
d) There is no provision in the Rules for Oral request / conversation

लंबे समय से लंबित एक विवाद पर निष्पक्ष निर्णय देने के लिए हर कोई सामान बांध कर भाग रहा है
307 Reply has already been given to the complainant. Hence the case may be treated as closed.",Other,WB,Kolkata,M,DARPG
PMOPG/E/2023/0005970,"Sir, No temple in my village. So, we want to make a temple in my village. In front of my house, the panchayat place is vacant. we have supporting documents of the temple signed by the sarpanch&amp;MLA. but the people of my village do not want that this temple made. It has requested you that be helped us to make this temple.
Please find attached the scan copy of the temple approval document. We will be greatly thankful to you",Other,PB,Muktsar ,M,PMOPG
DOPPW/E/2023/0000202,"Respected Shri Narendra Modi ji.                  Honble Prime Minister ji.                                         Government of INDIA.                                             Modi ji please see why  Regd No Pmopg/e/X0X0X0X0X6X1 Dated 04/08/2020 Regd No Pmopg/e/X0X0X0X7X3X9 Dated 22/07/2020. Several reminders Sent by President SecretariatS and PMO. Not Solve yet .Matter is Still Exist.Not Send yet by Authority my PPO No and Fact Grant Pension.Requested and Appeal Please Send Settlement fact Approval .into the matter.           Thanking you,.            Yours faithfully,.                  Sepoy Daya Nand Store  Clerk Army No X9X7X3X X Army Ordance Core Centre Secunderabad Andhra pradesh.Army Ordance Corps.       Jai Hind. Jai BHARAT                     Please see the attachment",Other,DH,,M,DOPPW
GOVGJ/E/2023/0001874,"Jay Bharat
 Dear sir to inform that I am Goswami Rameshgiri Dineshgiri teacher in higher secondary section in village Raliyatibhura in Zalod taluka of Dahod district. I am in love marriage with snehalben kanubhai baria from the secondary section of the school who works with me. Hence local residents and snehal&#39;s family are not happy with our decision. We tried a lot to convince the leaders of their society and snehal&#39;s family but till today they are not ready to understand. In addition, we have been threatened that if you come to the village for work, we will kill you. Due to this we have not been able to attend school duty from 13/06/2022 till today.
 To inform you sir that I have sent a letter informing about this matter three times through the Register AD to the education minister and education secretary Shri. But till today I have not got any answer. I have all the responsibilities of my house and sick mother, my son who is studying in standard -6 and my wife. I don&#39;t have any other source of income except my job. We have been on unemployment for eight months without a job. In today&#39;s inflation, I don&#39;t understand how to run a household without money.
 It is my humble request to you sir that you should take a decision in this regard soon and transfer me to another district but away from Dahod district as soon as possible.
Yours faithfully
R.D.Goswami  The applicant is an employee of the aided school and is not transferable in view of the provisions of the Grant in Aid Code, 1964 so that confidential representation is not admissible.",Other,GJ,,M,GOVGJ
MOLBR/E/2023/0000330,"Labour and Employment >> Grievance not pertains to EPFO

Name and Address of Establishment : Critical Rivers
UAN No. : X0X7X9X0X0X1
PF Code/ PF Account No. : Not Provided
PPO No. : Not Provided
Scheme Certificate Number : Not Provided
PF Office : Regional Office, Hyderabad I
-----------------------
Dear Sir/Madam,

Recently our company had requested for VPF enrolment, and I opted for the same with 100% contribution of my Basic, However due to sudden changes in the family, I am now forced to reduce my contribution and had requested on the same with my company. I was advised that it will have to be locked for a period of 12 months, and any midterm changes in the contribution would not be encouraged by the Provident Fund. However I did not find any rules anywhere regarding this, Request you to advise on the above request since it’s quite important for my sustainability.

I tried reaching  XmXlXyXeXeXdXaXkXeXfXnXiX.XoX.Xn but did not get any response, hence requesting to address this asap.

Sincerely 
Jagannath  Sir, The grievance received from Sri Jagannath Chakravarthy regarding VPF contributions in respect of AP/HYD/. In this context, it is to inform that as per the EPF Act, the wage ceiling for EPF is Rs. 15000/-. There is no provision of locking period for VPF and the member may contribute only on Statutory limit.	M H Warsi (RPFC I)",Labour and Employment,KN,Bengaluru (Bangalore) Urban,M,MOLBR
MOLBR/E/2023/0008514,"Labour and Employment >> Employer's grievance >> KYC related issue.

Name and Address of Establishment : Advance Power Display Systems Ltd.
UAN No. : X0X4X7X1X6X5
PF Code/ PF Account No. : XDXMXLXXXXXXXXXXXX
PPO No. : Not Provided
Scheme Certificate Number : Not Provided
PF Office : Regional Office, Kandivali II
-----------------------
Dear Sir/Madam,

As per above mentioned subject one of our employee Ms. Poonam Premnath Tiwari bearing PF A/c No. XDXMXLXXXXXXXXXXXX &amp; UAN No. X0X4X7X1X6X5, We have submitted to your office their joint declaration for name changes &amp; Gender on 10th June 2022. But still the Gender changes has not be done from your end.
We request you to please make necessary changes at the earliest.
We are attested the joint declaration acknowledgement copy for your ready reference, Please take above record at the earliest.
Your early response to this query will be highly appreciated.  Sir, third party information cannot be provided.	SUDHIR N. GANVIR (RPFC I Kandivali East)",Labour and Employment,MH,Mumbai City,M,MOLBR
DOPAT/E/2023/0000167,"Personnel and Training >> Staff Selection Commission (SSC) >> Others
-----------------------
Respected Sir, I am a final year graduation student. I am preparing for SSC CGL since I cleared my higher secondary examination in 2019. It has always been my aim to work as a Income Tax Inspector. As per the SSC Calendar for 2023, the date of final submission of the SSC CGLE 2023 form is May 2023. It has been observed that the last date of filling out the application form is considered to be the crucial date of educational eligibility. The result of the final year of graduation must be declared before the crucial date.
 As you know, the final year result of maximum universities comes around August and September. So, I along with many other serious final year aspirants request that the crucial date for educational qualification should be such that maximum final year aspirants whose graduation will be completed in 2023 will be able to appear in the examination. Also, I want to highlight the fact that in SSC CGLE 2017 and 2018, the last date for filling out the application form was not the crucial date for educational qualification. This is SSC CGLE 2023, so 2023 graduate aspirants must be eligible to give the examination as always. So, please understand the issue and do the needful.  Madam/Sir,

Your suggestion has been noted.",Personnel and Training,RJ,,M,DOPAT
MOLBR/E/2023/0005409,"Labour and Employment >> Others (EPFO)

Name and Address of Establishment : Accenture
UAN No. : X0X0X5X2X8X5
PF Code/ PF Account No. : X-X-X-X-X
PPO No. : Not Provided
Scheme Certificate Number : Not Provided
PF Office : Regional Office, Bandra 4
-----------------------
Hello,
I had raised the online PF transfer request from my previous company Accenture to my current company Siemens Financial Services. EPFO office Bandra is rejecting my request every time even after Accenture had already provided all the requirement clarification to EPFO based on their need(Clarification letter is also submitted to EPFO).
All the required documentation  and my passbook copy(previous &amp; current) is attached here for your reference.
Request you to please instruct the EPFO official to accept my request and transfer my PF amount to my current organization PF account which is pending for the last 6 years.

Note: I also submitted my Grievance on EPFO portal but no action was taken by department

Thanks
Dilip Gupta
X8X9X2X6X4  The clarification attached with the grievance, has been considered and verified that member has previous service in XGXBXGX6X1X2X2X4 where DOJ is 02.01.2014 prior to 01.09.2014. So eligible for EPS membership as per EPS Scheme 1995. Hence, you are requested to submit claim form 13 in online mode, on receipt of the same it will be processed accordingly at the earliest.	Susanta Kumar Padhy (RPFC I)",Labour and Employment,MH,Thane,M,MOLBR
MOLBR/E/2023/0008500,"Labour and Employment >> Pension >> Settlement of pension/delay in settlement of pension/ Non release of pension arrears/Non release of family pension

Name and Address of Establishment : Muktabai kumbhar
UAN No. : X0X6X9X9X1X0
PF Code/ PF Account No. : Not Provided
PPO No. : Not Provided
Scheme Certificate Number : Not Provided
PF Office : Regional Office, Vashi
-----------------------
As checked in banks till pension not credited in bank account.  Please confirm on which bank account pension credited.  Please confirm when will receive in account  It is informed that pension amount will be credited at the end of this month in bank A/C number X1X7X6X6X7X, bank branch code number 0000533.	Jai Prakash Chauhan (RPFC I)",Labour and Employment,MH,Mumbai (Suburban) ,M,MOLBR
DEPOJ/E/2023/0000864,"Justice >> Legal Aid to Poor (NALSA) >> Free legal aid
-----------------------
To 17/01/2023
Honourable Prime Minister
Union of India
New Delhi -110011

Subject-   Application for door step based banking services as per the binding provisions of the RBI for Customer with disabilities in subject matter of Bank of India  Rohini Delhi branch. 

Respected Sir,
I have to submit my grievance under following points against Bank of India under following points -
1- I am a customer with disabilities as per the RPwD Act,2016 .
2- I have my savings account with Bank of India  Rohini Delhi branch since a decade.
3- I need to operate my account ( XXXX193) with Rohini Delhi branch with KYC update &amp; internet banking services are required for my account &amp; this account must be converted into zero balance account   as per the spirit of the RPwD Act,2016.
4- I submit my gentle request to please depute a well trained executive to visit at my office at address as below between 12:30 to 13:30 IST  on the official working day but at the earliest to please collect KYC documents &amp; application form for internet banking services &amp; updating my contact details without any further delay in this subject matter .
5- So as per the Rights of the Persons with Disabilities Act,2016 &amp; binding provisions of this Act under section (46) The service providers whether Government or private shall provide services in
accordance with the rules on accessibility formulated by the Central Government under the Rights of the Persons with Disabilities Act, 2016 and under section
(46) &quot;The service providers whether Government or private shall provide services in.

Dr Nitesh Kumar Tripathi
Account number - XXXX193
Bank of India, Rohini Delhi branch 
Phone no-X8X8X5X0X4,X2X8X3X8X1
X7X6X8X4X7 Sh Bhai ji - Alternative Contact of family member 
Registered email id- XiXeXhXrXpXtXiX5XgXaXlXcXm
Delhi Government Dispensary- Jharoda Majra, Burari 
Delhi-110084
Copy to following as below -
1- M/o Financial Affairs
2- M/o Consumer Affairs
3- Central Vigilance Commission
4- NALSA 
5- CMD - Bank महोदय/महोदया, 
हम इस संदर्भ में आपको अवगत कराते हैं कि हमारे बैंक ने ग्राहक से पत्र / ईमेल के माध्यम से संवाद किया है। आपके सुलभ संदर्भ हेतु यहाँ उसकी प्रतिलिपी संलग्न करते है। अतः इस शिकायत को हमारे स्तर से बंद करने की अनुशंसा करते है।
सादर 
Respected Sir/Madam,
We Hereby apprise that our bank has communicated to the customer. The same is attached herewith for your ready reference. Hence, we recommend for closure of the same at our end.
Regards",Department of Justice,DH,North Delhi,M,DEPOJ
DOPAT/E/2023/0001495,"Personnel and Training >> Staff Selection Commission (SSC) >> Notice / Policy & Schedule of Exam >> Policy (Age/RR/ Vacancy/Caste)

Name of Applicant : Anop Ram
Registration No : X0X0X5X8X0X
Name of exam : Combined Graduate Level Examination
Year of exam : 2023
Roll No : Not Provided
-----------------------
Respected sir,I am final year students. I have been preparing for ssc cgl examination since (10+2) examination. But ssc cgl 2023 notification will release aprail and last date of form filling is 1 may  and according to ssc the eligibility crieteria is the last date of form filling ....so Ia&#39;m not eligible till last date of form filling ...its polite request to you to extend to crucial date of education qualification upto august /sept. ......please slove our problem.   Sir/Madam
Your suggestion has been noted.",Personnel and Training,RJ,,M,DOPAT
MOLBR/E/2023/0003031,"Labour and Employment >> HR HQ and HR Field

Name and Address of Establishment : GTPL BROADBAND PRIVATE LIMITED
UAN No. : X0X8X6X6X3X2
PF Code/ PF Account No. : Not Provided
PPO No. : Not Provided
Scheme Certificate Number : Not Provided
PF Office : Regional Office, Ahmedabad
-----------------------
Dear Sir

                Sub:            Required experience letter or relieving letter

I was working in GTPL pvt ltd company as an UTH at Anand, Gujarat during 01/12/2021 to 28/02/2022.I have also called &amp; mailed to HR _Karan-X0X3X0X7X3 for share me experience letter or reliving letter .But he replied he  will not provide you Experience letter or Reliving letter.

I kindly request you to help me for get Reliving letter or experience letter So I can get the job in another company. Sir I am from Middle class family &amp; I am only the earning person in family.

I hope you will help me for getting Experience letter or Reliving letter.

Name of company:                 GTPL BROADBAND PRIVATE LIMITED
Establishment ID                  X-X-X-X-X
HR Karan Sir                             X9X3X8X1X4X
Name                                       Niravkumar Rameshchandra shah
Joining Date                         01/12/2021
Date of Exit                            28/02/2022
UAN                                          X0X8X6X6X3X2   

I hope sir you will help me for getting Experience letter or Reliving letter. I shall be thankful to you.  It to inform that complainant grievance relates to non issuance of Experience letter from the establishment. In this connection it is to inform that the matter does not pertain under jurisdiction of EPFO. Hence matter may be taken up with concern department for further necessary action. This is for kind information.	AWADHESH KUMAR SINGH (RPFC I)",Labour and Employment,GJ,Kheda,M,MOLBR
MOLBR/E/2023/0008089,"Labour and Employment >> Service Matters >> Salary Related

RO/ SRO/ Headquarters : Regional Office Kolkata
-----------------------
Dear Sir,
My name is Disha Sethi, working in the organization (Connect Business Solutions Limited) as Sr. Associate since December 2022. The organization is situated at Kolkata. During the whole period of employment, I had carried out my roles and responsibilities in a responsible way with dedication. I had to take 1 leave due to an emergency at my home as one of my close relatives passed away, because of which, the organization has withheld my salary for the month of December and January. I am the only earning resource for my family right now as I have lost my father a few months back I am right now going through a tough time of surviving without money. I have requested a lot and tried to approach my Trainer, Manager, HR, however, no resolution has been provided yet.
Also, without any intimation they have removed my access from the attendance tracker so that no one should come to know how many days I have worked with them. No notice, no intimation and stopped replying and answering my phone.
My WIFI connection has already been disconnected due to non-payment. I have never delayed my payment, always paid my bills on time, This is happening with me first and the worst case in life where my connection was discontinued. I have never expected this from such a reputed organization for injustice with employees. 
Moreover, I have no clue what exactly went wrong. The only communication by the trainer Anirudh Roy is that  I was not able to clear my certification and without any notice they have terminated my services. Not paying my salary nor giving me 30 days advance payment. I was not left with any other option except seeking help from you. Hope you will not disappoint me and get my salary release asap so that I can get my WIFI connection started for a smooth working..
I have emailed you in afternoon regarding injustice happening with me. I am looking forward for a quick action from you as I am going through a tough time wherein I do not have a single penny in my pocket.  The Grievance is forwarded to Appropriate Government and Appropriate Authority i.e. State Government of West Bengal and Labour Commissioner, West Bengal. The Complainant is advised to pursue the matter/and file application/ claim in the office of Labour Commissioner of West Bengal.	Mrs. Shakuntala Patnaik (Dy. CLC C)",Labour and Employment,DH,West Delhi,F,MOLBR
